,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,state,city
1041,1972008,Clean & Bright Centrally Located Guesthouse,10182341,Bari,City of Los Angeles,Mid-City,34.04692,-118.35772,Entire home/apt,72,30,18,2022-07-09,1.52,1,124,18,HSR20-002613,CA,Los Angeles
1043,1831849,Beautiful room with heavenly view,9354641,Alisa,City of Los Angeles,Woodland Hills,34.16238,-118.61543,Private room,83,30,10,2021-12-17,0.1,2,173,1,HSR19-002842,CA,Los Angeles
1045,1832170,"Modern, Private Cottage in Los Angeles",9581963,Anita,Other Cities,Glendale,34.13497,-118.23456,Entire home/apt,185,1,107,2022-08-22,1.01,1,348,32,HSR19-002163,CA,Los Angeles
1046,1975188,Absolute Center of Hollywood: Walk Everywhere,2819619,Kirby,City of Los Angeles,Hollywood,34.09706,-118.3349,Entire home/apt,409,3,28,2022-07-05,0.27,2,333,11,HSR19-004954,CA,Los Angeles
1047,1832266,A Mount Washington Oasis,9305931,Jesse,City of Los Angeles,Mount Washington,34.10234,-118.21222,Entire home/apt,575,5,10,2022-07-31,0.1,1,0,3,HSR22-001378,CA,Los Angeles
1061,1841734,Century City adjct. charming studio,9624713,Mary Kate,City of Los Angeles,Century City,34.04943,-118.41634,Private room,95,2,293,2022-08-26,2.75,1,220,35,HSR21-003372,CA,Los Angeles
1063,2110830,The Oakley,4086579,Pablo,City of Los Angeles,Hollywood Hills,34.13153,-118.35775,Private room,135,30,2,2014-06-13,0.02,1,251,0,HSR19-000000,CA,Los Angeles
1068,1849848,"Charming home, huge yard, quiet, Venice Beach CA,",9661653,Carole,City of Los Angeles,Venice,33.99604,-118.46593,Entire home/apt,165,31,12,2021-09-07,0.13,1,125,0,HSR19-004140,CA,Los Angeles
1071,2114558,Rose Bowl Garden Suite -Private Entrance and Patio,2349660,Dyane,Other Cities,Pasadena,34.13578,-118.18416,Entire home/apt,182,2,194,2022-08-29,1.86,1,80,38,SRH2021-00310,CA,Los Angeles
1074,1851496,Great VENICE LOFT near the beach,9238134,Karen,City of Los Angeles,Venice,33.99577,-118.47864,Entire home/apt,375,30,32,2022-03-10,0.31,1,365,1,HSR19-001631,CA,Los Angeles
1076,1990543,Private 1906 Bungalow,10265095,Janet,Other Cities,Santa Monica,34.00365,-118.48373,Entire home/apt,206,1,1027,2022-08-31,9.98,3,149,100,226237,CA,Los Angeles
1077,2114825,Warm and cozy private bedroom and bathroom.,10782142,Christian,City of Los Angeles,Van Nuys,34.19783,-118.43668,Private room,99,2,175,2022-09-02,1.7,1,351,45,HSR19-000886,CA,Los Angeles
1083,2124140,Luxurious Home near Universal Studios New Heated Pool/Spa,10832832,Katy,City of Los Angeles,Van Nuys,34.18916,-118.47772,Entire home/apt,757,5,134,2022-07-31,1.32,35,162,24,HSR19-003771,CA,Los Angeles
1084,1995488,Santa Monica Studio,8293098,Marina,Other Cities,Santa Monica,34.03475,-118.48976,Private room,131,4,192,2022-09-04,1.81,1,290,31,217907,CA,Los Angeles
1088,1997451,Sunny bright Westside apartment with large windows,9667664,Valerie,City of Los Angeles,Palms,34.01786,-118.41325,Private room,65,30,1,2014-09-01,0.01,1,359,0,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1089,1860933,10min to DTLA + Hollywood | Silverlake + Echo Park,4066400,Jeff,City of Los Angeles,Echo Park,34.08812,-118.25874,Entire home/apt,125,30,62,2021-03-25,0.59,2,84,0,HSR19-003520,CA,Los Angeles
1095,1861007,Hollywood Hills Gated Compound.,9708253,Shahrad,City of Los Angeles,Hollywood Hills West,34.11789,-118.34936,Entire home/apt,1100,30,7,2021-05-01,0.09,1,363,0,HSR21-000016,CA,Los Angeles
1096,1999243,Private Room in Santa Monica,10299428,Akiko,Other Cities,Santa Monica,34.01852,-118.47295,Private room,81,1,548,2022-09-07,5.31,4,293,85,219881,CA,Los Angeles
1100,2138148,Serene Private Retreat/Private Bath + Kitchenette,389657,Lia,Other Cities,Pasadena,34.16869,-118.11376,Entire home/apt,98,3,157,2022-08-22,1.49,2,45,11,SRH2018-00001,CA,Los Angeles
1102,2141767,Bohemian private studio,69546,Lisa,City of Los Angeles,Venice,33.99245,-118.45222,Entire home/apt,140,31,125,2022-07-20,1.19,3,116,21,HSR21-002074,CA,Los Angeles
1103,1864439,Great Location Brentwood Guesthouse,9635195,Judy,City of Los Angeles,Brentwood,34.04811,-118.48641,Entire home/apt,165,3,239,2022-09-03,2.25,1,264,30,HSR19-000074,CA,Los Angeles
1106,2021231,Chic Tranquility at a Loft-style House; Walk to Santa Monica Beach,10388767,Deborah,Other Cities,Santa Monica,34.01173,-118.47753,Entire home/apt,350,2,123,2022-08-28,1.26,1,229,33,216628,CA,Los Angeles
1109,2026121,Come Relax + Enjoy this Beautiful Pasadena Home,707428,Bruce,Unincorporated Areas,Altadena,34.16919,-118.10506,Entire home/apt,463,4,30,2022-07-23,0.28,1,38,8,SRU 2018-00021,CA,Los Angeles
1115,2151549,"Eclectic, Modernist Urban Retreat in Venice Beach",9377745,Michael,City of Los Angeles,Venice,33.99317,-118.47228,Entire home/apt,387,3,236,2022-09-05,2.28,1,243,52,HSR21-001165,CA,Los Angeles
1127,2159048,Custom Craftsman With Hot Tub Close to Ocean,11016274,Jan & Dale,Other Cities,Long Beach,33.76989,-118.1376,Entire home/apt,154,2,408,2022-09-06,3.91,2,182,54,PRP20-00009,CA,Los Angeles
1128,2166451,"Pasadena exquisite cottage,  Madison Heights",9898515,Sandra,Other Cities,Pasadena,34.13161,-118.14056,Entire home/apt,230,4,8,2022-07-08,0.14,2,3,6,SRH2018-00036,CA,Los Angeles
1137,2034041,Venice Original Private Guest House,1182390,Patrick,City of Los Angeles,Venice,33.99669,-118.45563,Entire home/apt,174,1,850,2022-09-01,8.53,2,240,90,HSR19-004154,CA,Los Angeles
1145,2038614,Venice Sanctuary  (book 30 nights & save 25%),7548197,Denise,City of Los Angeles,Venice,33.99889,-118.47444,Entire home/apt,386,3,166,2022-08-30,1.87,1,276,34,HSR19-002926,CA,Los Angeles
1146,2210493,Hollywood Hills Boutique Bungalow,11276100,Sam,City of Los Angeles,Studio City,34.13531,-118.36168,Entire home/apt,191,3,129,2022-08-28,1.41,1,241,50,HSR19-003622,CA,Los Angeles
1147,2182456,MY HOLLYWOOD SPACE RENTAL 12,2622454,Mary,City of Los Angeles,Hollywood,34.10207,-118.32771,Private room,65,30,365,2022-07-21,3.48,10,313,5,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1152,2216775,Hollywood Hills Loft Guest House,8874173,Janine,City of Los Angeles,Hollywood Hills,34.1104,-118.3219,Entire home/apt,176,2,481,2022-08-25,4.7,1,208,84,HSR19-000779,CA,Los Angeles
1153,2188391,HOLLYWOOD / HIGHLAND AVENUE GUEST HOUSE,11159080,Darren,City of Los Angeles,Mid-Wilshire,34.06116,-118.33834,Entire home/apt,155,5,186,2022-09-02,1.78,1,326,17,HSR22-000600,CA,Los Angeles
1159,2192641,"Marina Del Rey CA Private One Bedroom, Suite Patio",11181341,Karim,City of Los Angeles,Del Rey,33.991367,-118.426895,Entire home/apt,197,2,244,2022-09-04,2.37,1,337,45,HSR21-003178,CA,Los Angeles
1162,2392440,Bright 1BD Bungalow with Private Yard - 1,1757749,Manouch,Other Cities,Santa Monica,34.02825,-118.47938,Entire home/apt,165,31,28,2022-06-13,0.29,13,244,2,221932,CA,Los Angeles
1165,2192814,Private Guest House Near Hollywood!,11182400,Josh,City of Los Angeles,Fairfax,34.07815,-118.34905,Entire home/apt,89,30,13,2020-09-27,0.12,1,313,0,HSR19-004435,CA,Los Angeles
1175,2601068,Private Entrance & Bath. Parking Space. Bus lines,8290371,Carmen,Other Cities,Pasadena,34.14416,-118.10304,Private room,52,1,398,2022-08-25,3.88,2,315,31,SRH2018-00150,CA,Los Angeles
1179,2228693,Bluff Park Villa with Ocean Views,11366227,Susan,Other Cities,Long Beach,33.761288,-118.15181,Entire home/apt,660,1,344,2022-08-26,3.28,3,284,89,NRP22-00574,CA,Los Angeles
1182,2412813,Cottage - Private Guest House,11023823,Julieann And David,City of Los Angeles,Beverlywood,34.0469,-118.3861,Entire home/apt,118,31,100,2022-08-16,0.97,1,298,4,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1185,2236561,CLEAN Large Bedroom - Queen Bed in Artistic home,11418653,Lolita,City of Los Angeles,Westchester,33.95476,-118.42228,Private room,99,30,43,2022-08-27,0.54,2,121,21,HSR21-001499,CA,Los Angeles
1197,2629076,MODERN 2BD/2B NEAR THE GROVE,8203386,Ben,City of Los Angeles,Mid-Wilshire,34.06607,-118.34979,Entire home/apt,284,30,38,2020-01-19,0.37,1,365,0,HSR19-000675,CA,Los Angeles
1198,2254340,Little Bit of Heaven # 2      HSR21-002839,7984293,Rita,City of Los Angeles,Hollywood,34.08496,-118.34291,Private room,110,5,218,2022-04-24,2.1,4,365,10,HSR21-002839,CA,Los Angeles
1200,2255042,Bright 1 Bedroom with Private Yard - 2,1757749,Manouch,Other Cities,Santa Monica,34.02809,-118.48075,Entire home/apt,175,31,38,2022-08-13,0.37,13,290,1,221932,CA,Los Angeles
1203,2432755,Sunny Gorgeous 2.5 Bedroom Hollywood Hills Home,8941619,Ilse,City of Los Angeles,Hollywood Hills West,34.10697,-118.36639,Entire home/apt,315,30,18,2022-06-25,0.17,2,122,1,HSR20-000120,CA,Los Angeles
1208,2263028,Family House in Culver City/Del Rey,19065,Morena,City of Los Angeles,Del Rey,33.99052,-118.41008,Entire home/apt,151,30,211,2022-04-17,2.03,1,100,6,HSR21-000087,CA,Los Angeles
1211,2268086,"PRIVATE, QUIET, COZY DESIGNER COTTAGE, WEST LA",11581546,Patrick,City of Los Angeles,Mar Vista,34.01709,-118.43118,Entire home/apt,189,3,215,2022-09-05,2.06,1,337,44,HSR19-002308,CA,Los Angeles
1212,2437836,Modern Pool House walk to Beverly Hills & Fox,4221343,Joan,Other Cities,Beverly Hills,34.05307,-118.40617,Entire home/apt,333,2,27,2022-08-30,3.48,1,66,27,HSR21-002920,CA,Los Angeles
1219,2652861,Large Room. Private bath. Parking. Bus Stop. Futon,8290371,Carmen,Other Cities,Pasadena,34.14454,-118.10887,Private room,60,1,259,2022-07-25,2.54,2,318,43,SRH2018-00150,CA,Los Angeles
1222,2454957,Oasis Retreat with pool #4     HSR21-002839,7984293,Rita,City of Los Angeles,Hollywood,34.08545,-118.34127,Private room,155,7,179,2022-08-13,1.75,4,365,9,HSR21-002839,CA,Los Angeles
1223,2653811,Relaxing 3 bed 1 bath w a spacious back yard,6074045,Sharon,City of Los Angeles,Del Rey,33.99764,-118.41835,Entire home/apt,225,30,60,2020-09-20,0.84,1,365,0,HSR20-001605,CA,Los Angeles
1225,2291457,BEST Venice Locale: the full Venice Experience!,11705911,Meghan,City of Los Angeles,Venice,33.99008,-118.46611,Entire home/apt,572,2,156,2022-09-07,1.51,1,201,70,HSR19-001055,CA,Los Angeles
1229,2462114,Charming Pool House in Amazing Location!,10957018,Lauren,City of Los Angeles,Fairfax,34.08037,-118.34971,Entire home/apt,120,30,119,2020-03-10,1.23,1,180,0,HSR19-000378,CA,Los Angeles
1230,2665869,The Venice Beach Garagement,1182390,Patrick,City of Los Angeles,Venice,33.99659,-118.45593,Entire home/apt,110,31,631,2022-06-03,6.25,2,344,4,HSR19-004154,CA,Los Angeles
1232,2298801,Hollywood Hills RockStar Getaway!,11742158,Anya,City of Los Angeles,Hollywood Hills West,34.10755,-118.38469,Entire home/apt,172,3,192,2022-08-21,1.88,1,143,28,HSR20-000469,CA,Los Angeles
1238,2303082,Santa  Monica  Cottage Near  Beach,11760479,Shelley,Other Cities,Santa Monica,34.0185,-118.46624,Entire home/apt,190,3,306,2022-08-29,3.1,1,65,43,217707,CA,Los Angeles
1247,2326099,Idyllic Hollywood Cottage Oasis:serenity & comfort,442540,Robin,City of Los Angeles,Hollywood,34.10075,-118.35353,Entire home/apt,194,30,338,2021-12-04,3.24,1,155,2,HSR19-000256,CA,Los Angeles
1252,2494793,Cozy and Bright Private Room,10299428,Akiko,Other Cities,Santa Monica,34.02026,-118.47336,Private room,71,1,543,2022-09-06,5.79,4,274,106,219881,CA,Los Angeles
1258,2331968,"Colorful, bright room in Artist’s Mountaintop home",9354641,Alisa,City of Los Angeles,Woodland Hills,34.16095,-118.61374,Private room,68,30,26,2022-06-23,0.25,2,217,2,HSR19-002842,CA,Los Angeles
1260,2337670,Gorgeous Elysian Heights Home -2B2B,6658533,Aaron & Luciana,City of Los Angeles,Echo Park,34.08615,-118.2491,Entire home/apt,129,30,158,2021-01-05,1.6,2,206,0,HSR19-323458,CA,Los Angeles
1263,2694567,"Quiet, Comfy West LA Cottage - HSR 19-000047",2882551,James,City of Los Angeles,Mar Vista,34.01084,-118.4432,Entire home/apt,113,3,407,2022-09-05,4.0,1,141,43,HSR19-000047,CA,Los Angeles
1274,2356769,Silver Box Beverly Hils Apartment,12035060,Marleen,City of Los Angeles,Beverly Crest,34.11588,-118.42397,Entire home/apt,239,2,1,2020-06-24,0.04,1,0,0,HSR21-001900,CA,Los Angeles
1276,2701550,"3 BR, 2.5 BA, Modern & Luxurious",8085934,Elena,City of Los Angeles,Tarzana,34.17294,-118.52885,Entire home/apt,202,3,83,2022-09-05,0.94,1,104,38,HSR21-001157,CA,Los Angeles
1278,2701715,Super-Cute Private Guesthouse,4797064,Tanja,City of Los Angeles,Valley Village,34.16036,-118.39224,Entire home/apt,110,2,181,2022-09-06,1.78,1,279,48,HSR19-000941,CA,Los Angeles
1283,2372985,Beautiful Eagle Rock bungalow,12122495,Nathan,City of Los Angeles,Eagle Rock,34.12835,-118.21716,Entire home/apt,110,30,34,2021-01-18,0.33,1,0,0,HSR20-000531,CA,Los Angeles
1284,2703551,Comfortable and charming private room in Venice,13837305,Thac,City of Los Angeles,Venice,33.99707,-118.45345,Private room,119,1,427,2022-08-18,5.89,2,0,77,HSR19-001083,CA,Los Angeles
1288,2540499,Quiet & Artistic Home Near the Venice Beach Sign,3384029,Flavs,City of Los Angeles,Venice,33.99012,-118.45554,Entire home/apt,175,30,70,2021-11-25,0.69,2,351,1,HSR19-005524,CA,Los Angeles
1292,2544655,Venice/Marina Bedrm & Private Bath!,1543883,Valerie,City of Los Angeles,Venice,33.98929,-118.44678,Private room,100,30,147,2021-04-05,1.43,2,90,0,HSR20-001637,CA,Los Angeles
1294,2379697,East Village Arts District,1478130,Mike,Other Cities,Long Beach,33.76789,-118.18225,Entire home/apt,209,3,56,2022-08-15,0.56,2,339,17,NRP21-00287,CA,Los Angeles
1296,2722835,Beautiful Luxury Stay - DTLA,3904039,Noel,City of Los Angeles,Westlake,34.05101,-118.26625,Private room,75,30,267,2020-10-18,2.8,1,340,0,HSR19-234548,CA,Los Angeles
1297,2547530,Colorful Bed/Bath in 50s Ranch-Style Home in Long Beach,3059666,Jean,Other Cities,Long Beach,33.83315,-118.18019,Private room,84,1,139,2022-06-15,1.35,6,56,19,NRP21-00164,CA,Los Angeles
1299,2547573,The Hidden Spot,13044882,The Hidden Spot,City of Los Angeles,Reseda,34.20623,-118.55363,Entire home/apt,85,30,218,2022-08-01,2.11,1,273,3,HSR19-000650,CA,Los Angeles
1303,2547624,"Bixby Beauty 50s Mod Long Beach, CA",3059666,Jean,Other Cities,Long Beach,33.83315,-118.18019,Entire home/apt,293,2,44,2022-07-21,0.44,6,273,7,NRP21-00164,CA,Los Angeles
1304,2553441,Secluded Silver Lake Gem,13073898,Nancy,City of Los Angeles,Silver Lake,34.10213,-118.25777,Entire home/apt,350,30,4,2017-11-30,0.04,1,193,0,HSR19-003613,CA,Los Angeles
1307,2558409,Venice/Marina Studio - 1mi to beach,1543883,Valerie,City of Los Angeles,Venice,33.98624,-118.45145,Private room,120,30,155,2020-10-23,1.52,2,89,0,HSR20-001641,CA,Los Angeles
1308,2738933,1br Light-Filled Vintage Hollywood Loft,13993456,Kelly,City of Los Angeles,Larchmont,34.08295,-118.31547,Entire home/apt,160,30,7,2019-05-15,0.07,1,363,0,Exempt,CA,Los Angeles
1309,2383462,Private Bungalow at 5 Stars Resort 2 Rooms Suit,12175786,Chris,Other Cities,Pasadena,34.11992,-118.1317,Entire home/apt,317,1,150,2022-08-29,1.52,2,137,37,SRH2018-00103,CA,Los Angeles
1312,2739290,HUGE 3BR/2.5BA Central to EVERYTHING,148358,Zack,City of Los Angeles,Silver Lake,34.07929,-118.28201,Entire home/apt,165,30,324,2022-02-14,3.41,5,345,2,HSR19-004439,CA,Los Angeles
1313,2560012,The Chandelier Tree.  House.,13106267,Adam,City of Los Angeles,Silver Lake,34.10756,-118.26674,Entire home/apt,152,3,496,2022-08-28,5.17,1,310,54,HSR19-000952,CA,Los Angeles
1314,2739866,Sunny Scholar's Retreat + Private Bath,389657,Lia,Other Cities,Pasadena,34.16902,-118.11295,Private room,73,3,115,2022-05-23,1.14,2,9,13,SRH2018-00001,CA,Los Angeles
1315,2831977,Private guest house in Los Feliz,14488072,Ben,City of Los Angeles,Los Feliz,34.11055,-118.29262,Entire home/apt,50,30,206,2021-01-22,2.04,1,0,0,HSR19-000460,CA,Los Angeles
1321,2842982,Relax at a Homey Hideaway in Soothing Shades of Blue,14541045,Stacy,Other Cities,El Segundo,33.91835,-118.4184,Private room,109,3,77,2022-08-31,0.79,1,239,8,43239,CA,Los Angeles
1324,2566102,Cabin Hideaway,107382,Jeff,City of Los Angeles,Highland Park,34.1295,-118.1923,Entire home/apt,48,31,44,2022-08-13,0.43,2,5,4,HSR19-001590,CA,Los Angeles
1326,2843388,DTLA Luxury is You - the Penthouse,14542902,Dane,City of Los Angeles,Downtown,34.04701,-118.26142,Entire home/apt,142,31,22,2022-08-13,0.24,1,60,3,California State Real Estate Broker: 01403189,CA,Los Angeles
1328,2844034,Contemporary Cottage - An Oasis with a Private Heated Pool.,6528303,Michael,City of Los Angeles,Sherman Oaks,34.1616,-118.42243,Entire home/apt,189,3,123,2022-08-27,1.21,1,190,14,HSR19-003111,CA,Los Angeles
1332,2846842,Ideal Family Home w/ Guest House in Santa Monica!,9989221,Katherine,Other Cities,Santa Monica,34.01098,-118.46492,Entire home/apt,562,31,20,2018-07-29,0.25,3,133,0,218444,CA,Los Angeles
1334,2586332,"“The TreeHouse” near beach, King beds, free prking",11579456,Nelson,Other Cities,Long Beach,33.76825296070049,-118.15608049784188,Entire home/apt,188,3,345,2022-09-02,3.38,1,285,21,PRP20-00018,CA,Los Angeles
1336,2856032,charming room in a charming house,7129892,Azita,Other Cities,Santa Monica,34.03672,-118.47384,Private room,98,3,12,2022-09-03,1.26,2,334,12,242154,CA,Los Angeles
1341,2856372,Detached Guest House HSR22-001812,14602536,Scott,City of Los Angeles,Valley Village,34.1582,-118.38197,Entire home/apt,90,2,374,2021-11-01,3.69,1,39,3,HSR22-001812,CA,Los Angeles
1347,2857503,HUGE LUXURY PENTHOUSE WestLA/Santa Monica/Brentwoo,14608648,Frank,City of Los Angeles,Sawtelle,34.04174,-118.45208,Entire home/apt,299,3,51,2022-07-08,0.52,1,9,4,HSR21-002840,CA,Los Angeles
1350,2795582,Cozy Garden Guest Suite Los Angeles,14301034,Carol,City of Los Angeles,Mid-City,34.04475,-118.37562,Entire home/apt,140,2,561,2022-09-06,5.52,1,93,59,HSR19-001750,CA,Los Angeles
1352,2594434,HollyWood Hot Spot lll,13284034,Timothy,City of Los Angeles,Hollywood,34.09641,-118.33081,Entire home/apt,165,30,15,2020-03-31,0.17,3,0,0,HSR19-002359,CA,Los Angeles
1354,3020271,ROOM & BATH. 4 BLOCKS TO OCEAN. N OF WILSHIRE.,15389817,Saloumeh,Other Cities,Santa Monica,34.02268,-118.50197,Private room,174,4,100,2022-09-02,1.0,1,90,11,220962,CA,Los Angeles
1355,2804245,hillside hideaway with mtn views,14344943,Peter,City of Los Angeles,Sherman Oaks,34.1432,-118.43273,Entire home/apt,495,2,233,2022-08-14,2.44,1,169,28,HSR19-004804,CA,Los Angeles
1357,3027857,Unique Craftsman House Venice Beach HSR20- 001087.,15423463,Bergamotto,City of Los Angeles,Venice,33.99815,-118.47366,Entire home/apt,350,3,71,2022-06-19,0.7,1,18,16,HSR20-001087,CA,Los Angeles
1363,2867922,Bright Studio with Panoramic Views in Silver Lake,6092394,Tim,City of Los Angeles,Silver Lake,34.09616,-118.25708,Entire home/apt,257,3,359,2022-08-31,3.55,2,3,24,HSR22-000277,CA,Los Angeles
1370,2823209,DELUXE 3-BED PRIVATE ROOM w/ BATHROOM,1254174,Felix,City of Los Angeles,Venice,33.98732,-118.47157,Private room,130,30,7,2017-02-17,0.08,6,0,0,Exempt - This listing is a hotel or motel,CA,Los Angeles
1373,2873621,Private Ensuite Room/Bath in Unique Serene Setting,14687073,Don,City of Los Angeles,Bel-Air,34.08801,-118.45957,Private room,155,30,43,2022-07-31,0.44,3,316,3,HSR19-001829,CA,Los Angeles
1374,3042436,ARTIST HOME PRIVAT ROOM N. HOLLYWOOD WALK EVRYWHRE,13621311,Scozy,City of Los Angeles,North Hollywood,34.16632,-118.36661,Private room,71,30,24,2020-04-30,0.28,3,309,0,Exempt - This listing is a bed and breakfast,CA,Los Angeles
1377,3048343,Abbot Kinney Venice Craftsman,14719697,Puna,City of Los Angeles,Venice,33.98767,-118.46459,Entire home/apt,300,30,138,2022-08-20,1.36,1,332,4,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1389,2889663,Quirky Artist's Hideaway in Venice Beach,3384029,Flavs,City of Los Angeles,Venice,33.99363,-118.45302,Entire home/apt,122,30,42,2021-10-31,0.42,2,365,1,HSR19-005524,CA,Los Angeles
1392,3058610,Hip 2bd Townhouse close to beach.,15568415,Darrell,City of Los Angeles,Del Rey,33.99894,-118.41663,Entire home/apt,179,30,41,2020-10-05,0.5,1,284,0,HSR19-003221,CA,Los Angeles
1395,2899146,Gorgeous Penthouse Condo next to Universal Studios,2113736,James & Jamee,City of Los Angeles,Studio City,34.14506,-118.39474,Entire home/apt,248,30,4,2022-01-10,0.04,1,285,2,HSR21-002048,CA,Los Angeles
1398,3250171,"Cool & Eclectic, Historic Mansion.",7757652,Portia,City of Los Angeles,Arlington Heights,34.05039,-118.31625,Entire home/apt,725,30,44,2020-06-26,0.58,1,266,0,HSR19-002945,CA,Los Angeles
1405,3060818,"Spacious, gorgeous, private LA apt!",15579637,Petrula,City of Los Angeles,Rancho Park,34.03502,-118.42483,Entire home/apt,179,3,122,2022-08-27,1.21,1,139,18,HSR19-000705,CA,Los Angeles
1406,2919753,Rare Find Los Angeles Retreat: family/ work escape,14885132,Tanya,City of Los Angeles,Mid-City,34.04319,-118.38466,Entire home/apt,709,4,7,2022-08-01,1.51,1,174,7,HSR21-003295,CA,Los Angeles
1416,3258450,Purple Palace with Tropical Garden,16478990,Michael,City of Los Angeles,Mar Vista,34.00924,-118.43881,Entire home/apt,119,30,136,2020-03-01,1.42,1,89,0,HSR19-002251,CA,Los Angeles
1417,3259107,Super Venice Location!!,2079340,Alix,City of Los Angeles,Venice,33.99523,-118.47462,Entire home/apt,141,1,776,2022-09-08,7.74,1,39,68,HSR21-003200,CA,Los Angeles
1418,2925094,Fun and Cozy Venice Beach Bungalow,14935224,Erinn + Tim,City of Los Angeles,Venice,33.99502,-118.47505,Entire home/apt,306,7,4,2022-07-09,0.04,1,4,1,HSR22-001541,CA,Los Angeles
1425,3264373,LUXURIOUS HOME w/ DOUBLE LOT in the VENICE CANALS!,16507201,Daniel,City of Los Angeles,Venice,33.98434,-118.46729,Entire home/apt,495,30,122,2019-09-02,1.24,3,1,0,HSR19-002250,CA,Los Angeles
1426,3084267,Private Ensuite Room/Bath in Serene Setting #2,14687073,Don,City of Los Angeles,Bel-Air,34.08795,-118.45978,Private room,155,30,10,2022-06-12,0.13,3,314,1,HSR19-001829,CA,Los Angeles
1428,2943009,Quiet Relaxing Retreat House near Universal Studios,14511819,Ty,City of Los Angeles,Sherman Oaks,34.15756,-118.43414,Entire home/apt,399,14,13,2022-08-09,0.13,1,82,3,HSR21-002905,CA,Los Angeles
1429,3084922,Spacious Modern Room,15697894,Jay,City of Los Angeles,Beverly Grove,34.06379,-118.36317,Private room,68,30,5,2015-04-09,0.05,8,364,0,na,CA,Los Angeles
1430,2943313,"Room in Fantastic Location, Popular Melrose West Hollywood",14948163,Jade,City of Los Angeles,Fairfax,34.08512,-118.34629,Private room,138,5,203,2022-09-05,2.05,1,19,31,HSR20-002751,CA,Los Angeles
1433,3279987,Great private bedroom with private bathroom!,16578369,Jon,City of Los Angeles,Valley Village,34.1573,-118.38677,Private room,110,2,126,2022-08-28,1.51,1,361,19,HSR21-000714,CA,Los Angeles
1436,2948671,"Hip Studio in NoHo, Arts District",9507500,We Are Lisa & Mia,City of Los Angeles,North Hollywood,34.16856,-118.36093,Entire home/apt,95,2,191,2022-09-03,1.9,3,269,35,HSR22-000171,CA,Los Angeles
1437,3280233,Cozy Spanish Sanctuary Great Energy,16579551,Gregory,City of Los Angeles,Silver Lake,34.09379,-118.26931,Entire home/apt,319,4,178,2022-08-13,1.78,1,3,34,HSR19-001428,CA,Los Angeles
1438,3101761,3 BED PRIVATE ROOM w/ BATHROOM,1254174,Felix,City of Los Angeles,Venice,33.98666,-118.47158,Entire home/apt,105,30,4,2020-11-08,0.04,6,0,0,Exempt - This listing is a hotel or motel,CA,Los Angeles
1439,3102027,Clean Paradise on Venice Canals. Message Dm for Short Stay,13488012,Charlie,City of Los Angeles,Venice,33.98284,-118.46726,Entire home/apt,1737,30,85,2020-09-05,0.87,1,364,0,HSR19-002707,CA,Los Angeles
1445,3107689,NoHo Arts District - Luxe Bedroom,4732895,Christopher,City of Los Angeles,North Hollywood,34.18293,-118.36726,Private room,43,30,42,2022-08-24,0.43,3,286,8,HSR19-001264,CA,Los Angeles
1449,2955921,Private Beach Patio Guestroom,1126652,Len,City of Los Angeles,Pacific Palisades,34.02967071533203,-118.51506805419922,Private room,148,30,5,2020-02-29,0.05,5,47,0,004121,CA,Los Angeles
1451,3282972,"Zen Cottage, Venice Beach Tropical Oasis - WITH AC",8650967,Trisja,City of Los Angeles,Venice,33.99635,-118.45978,Entire home/apt,332,2,282,2022-08-23,3.75,2,358,38,HSR22-000103,CA,Los Angeles
1464,3291844,Artistic Craftsman Charm - DTLA-Pasadena-Hollywood,2127973,Roger,City of Los Angeles,Eagle Rock,34.14122,-118.20797,Entire home/apt,299,2,112,2022-08-29,1.34,1,234,30,HSR21-003258,CA,Los Angeles
1469,3292208,The Venice Love Lodge,2830547,Aaron,City of Los Angeles,Venice,34.00154,-118.45707,Entire home/apt,312,3,227,2022-08-31,2.26,1,331,50,HSR19-000399,CA,Los Angeles
1474,3293395,Private Architectural Loft in Walk Streets of Venice,4183341,David,City of Los Angeles,Venice,33.99518,-118.45936,Entire home/apt,186,3,317,2022-09-08,3.21,1,315,22,HSR22-000460,CA,Los Angeles
1476,3139043,"So. Cal. Oasis, priv. bath; parking",15938400,Birgit,Other Cities,Long Beach,33.83911,-118.1766,Private room,87,1,265,2022-08-15,2.71,1,320,52,PRP21-00408,CA,Los Angeles
1477,3294293,Corporate Furnished Suites 1 Bedroom Studio,16644446,Corporate,City of Los Angeles,Hollywood,34.10179,-118.32774,Entire home/apt,299,30,2,2015-01-21,0.02,8,80,0,Exempt - This listing is a transient occupancy residential structure,CA,Los Angeles
1487,3309829,Third Slice of Heaven #3   HSR21-002839,7984293,Rita,City of Los Angeles,Hollywood,34.08502,-118.343,Private room,105,3,211,2022-05-16,2.13,4,365,8,HSR21-002839,CA,Los Angeles
